parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_lkg_CapPARCAP,MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,A_high_x_high,2.0749,1.9694,5.088,0.1411,0.2232,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_lkg_C300,MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,A_high_x_high,2.0623,1.9625,4.84,0.1538,0.2358,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
TOPSIN_ET_lkg_SY8_80,MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,A_high_x_high,2.0677,1.9603,5.194,0.1471,0.2292,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
OHMIC_ET_Rc_OG142,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,A_high_x_high,2.2187,2.1247,4.236,0.0276,0.1097,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_lkg_Cap_USV,A_high_x_high,1.9968,1.8931,5.192,0.1998,0.2819,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
OHMIC_ET_Rc_OG142,MEASURE_ET_Load_Pull_Gss,A_high_x_high,2.1974,2.1047,4.219,0.0459,0.128,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_R414,MEASURE_ET_USV_Cappf,A_high_x_high,2.2432,2.1413,4.542,0.0071,0.0893,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_RF_Modeling_Mag_d,MEASURE_ET_RF_Modeling_K,A_high_x_high,2.2213,2.1168,4.702,0.0216,0.1037,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_RF_Modeling_S21_25G_Before,THIN_ET_R_4000_HOR,A_high_x_high,2.1926,2.0998,4.229,0.0546,0.1367,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_Rcat_cn_3,THIN_ET_TF_AB_2,A_high_x_high,2.1857,2.0818,4.753,0.0565,0.1386,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_Rcat_cn_3,TOPSIN_ET_R514,A_high_x_high,2.2001,2.0991,4.59,0.041,0.1232,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
TOPSIN_ET_DC_RF_Imax,MEASURE_ET_lkg_Cap1,A_high_x_high,2.0873,1.9935,4.497,0.1263,0.2084,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_lkg_CapFICBRGM,TOPSIN_ET_DC_RF_Vds_max,A_high_x_high,2.2035,2.1058,4.438,0.0364,0.1185,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
TOPSIN_ET_C300,SIN_GATE_ET_Rc_OG142_GN,A_high_x_high,2.1644,2.0609,4.782,0.0787,0.1608,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
TOPSIN_ET_DC_RF_Idss,TOPSIN_ET_C300pf,A_high_x_high,2.2173,2.1206,4.361,0.034,0.1162,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
THIN_ET_lkg_50_at20V,OHMIC_ET_R314,B_high_x_special_evidence,2.0094,1.9071,5.093,0.1987,0.2807,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
FIC_ET_R_f_hr_2,ANODE_ET_Ran_con_1,A_high_x_high,2.2057,2.1057,4.537,0.0409,0.123,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_lkg_PAD_10,TOPSIN_ET_C100Cap3pf,B_high_x_special_evidence,2.0532,1.942,5.419,0.1657,0.2478,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_DC_RF_S11ang_10GHz,B_high_x_special_evidence,2.2342,2.1341,4.483,0.0148,0.0969,0.0821,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0821."
TOPSIN_ET_R114,THIN_ET_lkg_PAD_10,A_high_x_high+E_spline_strong_v3_underrepresented,2.0823,1.9781,5.005,0.1385,0.2205,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
OHMIC_ET_R114,ANODE_ET_Rc_an_ct2_OW_CR,A_high_x_high,2.1833,2.0835,4.573,0.0544,0.1364,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_lkg_C300pf,ANODE_ET_Rc_an_ct2_OW_CR,A_high_x_high,2.0367,1.9301,5.237,0.1689,0.2509,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
FIC_ET_R_f_hr_3,CATHODE_ET_Rc_cat_ct2,A_high_x_high,2.1963,2.1015,4.319,0.0492,0.1312,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
SIN_ET_DC_RF_Vbgs_0p01,FIC_ET_DC_PIV_Drain_Lag_1,A_high_x_high,2.1431,2.0392,4.846,0.0975,0.1796,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_R414,FIC_ET_DC_PIV_Gate_Lag_0,A_high_x_high,2.1242,2.0247,4.682,0.1125,0.1945,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_Gm_max,FIC_ET_DC_RF_Vbgs1,A_high_x_high,2.1453,2.0524,4.331,0.0804,0.1624,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
FIC_ET_Rc_OG142,MEASURE_ET_C100,A_high_x_high,2.2373,2.1457,4.095,0.0121,0.094,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
FIC_ET_Rc_OG142,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,A_high_x_high,2.2321,2.1331,4.436,0.014,0.096,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
FIC_ET_Rc_OG142,THIN_ET_Ran_con_2_OW_CR,A_high_x_high,2.1911,2.0893,4.649,0.0498,0.1319,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_DC_RF_Imax,FIC_ET_lkg_5,A_high_x_high,2.0848,1.9882,4.632,0.1361,0.2181,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
FIC_ET_lkg_SY8_80,SIN_ET_DC_RF_Vt_gd,A_high_x_high,2.07,1.9673,4.961,0.1457,0.2277,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,FIN_FIN_Alignment_FIN_to_ohmic_alignment,A_high_x_high,2.1836,2.0857,4.485,0.0609,0.1429,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_C100CapPARCAP,TOPSIN_ET_DC_RF_Vbgs_0p1,A_high_x_high,2.0701,1.9652,5.07,0.1573,0.2393,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_C300FB_0,MEASURE_ET_lkg_5,A_high_x_high,2.0528,1.949,5.057,0.1677,0.2498,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,MEASURE_ET_C300FM1,A_high_x_high,2.2123,2.116,4.354,0.0364,0.1184,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_Stress_Vp_after,MEASURE_ET_C_CAT_2,A_high_x_high,2.2534,2.1611,4.096,-0.0076,0.0744,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_Cap3pf_0,OHMIC_ET_R114,A_high_x_high,2.2226,2.1244,4.416,0.026,0.108,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_DC_RD_K,A_high_x_high,2.1738,2.0758,4.509,0.0623,0.1443,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,A_high_x_high,2.1939,2.0964,4.444,0.057,0.139,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_RF_CF_S21_Mag_L1018,THIN_ET_TF_AB_2,A_high_x_high,2.2123,2.1163,4.339,0.0381,0.1201,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_R114,MEASURE_ET_DC_RF_Gm_m0p2_W,A_high_x_high,2.1261,2.0269,4.667,0.0993,0.1814,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,THIN_ET_Ran_con_2,A_high_x_high,2.2064,2.1114,4.308,0.0385,0.1205,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_RF_S11dB_10GHz,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,A_high_x_high,2.1825,2.0813,4.635,0.0631,0.145,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
SIN_ET_DC_RF_Idss,MEASURE_ET_DC_RF_Vboff,A_high_x_high,2.2015,2.1043,4.415,0.0444,0.1263,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_RF_Vg_Vbon_min,MEASURE_ET_lkg_C300,A_high_x_high,2.054,1.9428,5.417,0.1624,0.2444,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_Load_Pull_Gss,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,A_high_x_high,2.1923,2.0846,4.912,0.0517,0.1336,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_SEC_X_Bin,TOPSIN_ET_DC_RF_Idss,A_high_x_high,2.2259,2.1287,4.368,0.0232,0.1052,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_Rc_f_tn_23,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,A_high_x_high,2.1227,2.0221,4.739,0.1081,0.1901,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_Rc_an_ct2_OW_CR,A_high_x_high,2.1314,2.0334,4.6,0.108,0.19,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_LT_SEC_Vg_Id_min,SIN_GATE_ET_Rc_OG142_GN,A_high_x_high,2.193,2.1004,4.226,0.0479,0.1298,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
OHMIC_ET_Rc_an_ct2,MEASURE_ET_Load_Pull_Pout_W_last,A_high_x_high,2.1181,2.0147,4.882,0.1166,0.1986,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
SIN_ET_Probe_Number,MEASURE_ET_RF_Modeling_Fmax,A_high_x_high,2.2295,2.1364,4.176,0.022,0.1039,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_lkg_100,MEASURE_ET_RF_Modeling_K,A_high_x_high,2.0454,1.9424,5.035,0.1666,0.2486,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_CapPARCAP_0,MEASURE_ET_Rc_f_tn_23,A_high_x_high,2.1846,2.0917,4.252,0.0517,0.1338,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_C100CapPARCAP,MEASURE_ET_Rcat_cn_1_OW_ST,A_high_x_high,2.2035,2.1057,4.438,0.0378,0.1198,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_Rcat_cn_3,THIN_ET_DC_RF_Vbgs_0p1,A_high_x_high,2.0066,1.9036,5.132,0.2025,0.2845,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
SIN_ET_DC_RF_Vp_1,MEASURE_ET_lkg_70,A_high_x_high,2.0573,1.9523,5.103,0.1617,0.2437,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
OHMIC_ET_Ran_con_3,MEASURE_ET_lkg_CapPARCAP,A_high_x_high,2.0859,1.9884,4.675,0.1337,0.2157,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_OHMC,MEASURE_ET_lkg_Cap_USV,A_high_x_high,2.0142,1.9112,5.112,0.1911,0.2731,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_I_5,OHMIC_ET_R114,A_high_x_high,2.1589,2.0579,4.683,0.0731,0.1551,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
OHMIC_ET_Rc_OG142,THIN_ET_Ran_con_2,A_high_x_high,2.2085,2.1142,4.272,0.0353,0.1174,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
THIN_ET_R314,TOPSIN_ET_R_f_hr_2,A_high_x_high,2.2216,2.1295,4.146,0.0236,0.1056,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_Cap3pf,TOPSIN_ET_DC_RF_Vds_max,A_high_x_high,2.2205,2.1206,4.5,0.0277,0.1098,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_lkg_C300pf,A_high_x_high,2.1146,2.018,4.568,0.1019,0.1839,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_lkg_SY8_80,TOPSIN_ET_TR_1F,A_high_x_high,2.0732,1.9701,4.972,0.1418,0.2238,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_Cap3pf,TOPSIN_ET_DC_PIV_Ids0_QP3,B_high_x_special_evidence,2.2415,2.1393,4.56,0.0105,0.0925,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_RF_Max_S11_Freq_L2180,CATHODE_ET_Rc_cat_ct2_OW_ST,B_high_x_special_evidence,2.2223,2.1276,4.261,0.0235,0.1054,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_DC_SEC_Gm_0,FIC_ET_DC_RF_Vbgs1,B_high_x_special_evidence,2.1424,2.0416,4.708,0.0822,0.1642,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
SIN_ET_DC_RF_Vg_optt2,THIN_ET_lkg_100_at20V,B_high_x_special_evidence,1.9798,1.8674,5.679,0.2202,0.3021,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
MEASURE_ET_LT_SEC_Id_min_mA_mm,FIC_ET_Vg_gm_max,B_high_x_special_evidence,2.1813,2.0837,4.472,0.0638,0.1458,0.082,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0820."
TOPSIN_ET_Vg_gm_max,OHMIC_ET_OHMC,A_high_x_high+E_spline_strong_v3_underrepresented,2.236,2.144,4.112,0.0163,0.0982,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
SIN_ET_DC_RF_Vbgd_0p01,FIC_ET_DC_PIV_Gate_Lag_0,B_high_x_special_evidence+E_spline_strong_v3_underrepresented,2.1371,2.0339,4.827,0.1033,0.1852,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
THIN_ET_DC_RF_Gm_0,MEASURE_ET_lkg_PAD_10,B_high_x_special_evidence+E_spline_strong_v3_underrepresented,2.0613,1.9692,4.466,0.1497,0.2316,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
BRIDGE_METAL_Height_Final_TOP_metal_thickness,MEASURE_ET_lkg_70,A_high_x_high,2.0585,1.9551,5.026,0.1569,0.2388,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
CATHODE_ET_Rc_cat_ct2,FIC_ET_DC_RF_Vdg_max_0p1mA,A_high_x_high,2.2014,2.103,4.473,0.0412,0.1231,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,A_high_x_high,2.1366,2.0374,4.646,0.0992,0.1811,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
TOPSIN_ET_DC_RF_Vg_max_Vd,FIC_ET_DC_RF_Ids_m0p2,A_high_x_high,2.2219,2.1264,4.3,0.0268,0.1087,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
FIC_ET_DC_RF_Vp_1,FIC_ET_DC_RF_Vbgs1,A_high_x_high,2.1645,2.0675,4.485,0.0661,0.1479,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_RF2_MAG_26GHz,FIC_ET_DC_RF_Vbgs_0p01,A_high_x_high,2.0615,1.9582,5.01,0.1625,0.2443,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,FIC_ET_DC_RF_Vbgs_0p01,A_high_x_high,2.1108,2.0071,4.911,0.1204,0.2023,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_SEC_Ids_min_ON,FIC_ET_Gm_max,A_high_x_high,2.1573,2.0626,4.393,0.0781,0.1599,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_SEC_Vgs_0p1V,FIC_ET_Probe_Number,A_high_x_high,2.2443,2.1462,4.367,0.0093,0.0912,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_RF_Vbin_gs,FIC_ET_lkg_SY07_10,A_high_x_high,2.049,1.9498,4.841,0.1669,0.2488,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
FIC_ET_lkg_SY8_80,MEASURE_ET_VIA_KLV,A_high_x_high,2.0693,1.9699,4.803,0.149,0.231,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
THIN_ET_DC_RF_Vg_optt1,FIN_FIN_Alignment_FIN_to_ohmic_alignment,A_high_x_high,2.1894,2.0954,4.295,0.0584,0.1403,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_C300FB_0,SIN_ET_DC_RF_Gm_0,A_high_x_high,2.1939,2.0996,4.297,0.0547,0.1366,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_Cap2pf,A_high_x_high,2.273,2.179,4.133,-0.0194,0.0625,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
THIN_ET_lkg_100_at20V,MEASURE_ET_DC_RF2_MAG_26GHz,A_high_x_high,1.9232,1.8074,6.025,0.2653,0.3472,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_RF_Vbgs_0p1,MEASURE_ET_Rcat_cn_1_OW_ST,A_high_x_high,2.1193,2.0149,4.926,0.1119,0.1938,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_RF_Vbin_gs,MEASURE_ET_RGAN2,A_high_x_high,2.134,2.0332,4.721,0.0971,0.179,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_USV_Cappf,MEASURE_ET_DC_RF_Vbin_gs,A_high_x_high,2.1652,2.0688,4.452,0.0754,0.1573,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,MEASURE_ET_RF_Modeling_Vth,A_high_x_high,2.2176,2.123,4.265,0.0282,0.11,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
THIN_ET_R314,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,A_high_x_high,2.2253,2.1268,4.425,0.0218,0.1037,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_DC_SMALL_Vdg_max_0p1,TOPSIN_ET_C100CapUSV,A_high_x_high,2.2275,2.1275,4.488,0.0238,0.1057,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_lkg_5,MEASURE_ET_DC_SMALL_Vg_max_Vd,A_high_x_high,2.0519,1.954,4.773,0.1594,0.2413,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_Vbkdn_Cap100_Long,MEASURE_ET_HIRS,A_high_x_high,2.2283,2.1311,4.363,0.0207,0.1026,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,TOPSIN_ET_DC_RF_Vds_max,A_high_x_high,2.0983,2.0001,4.679,0.1248,0.2067,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_Rc_OG144,MEASURE_ET_Load_Pull_Gss,A_high_x_high,2.2154,2.1239,4.13,0.0309,0.1128,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
THIN_ET_DC_RF_Vbgs1,MEASURE_ET_Load_Pull_Gss,A_high_x_high,2.1761,2.0771,4.549,0.068,0.1498,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
TOPSIN_ET_CapUSV_0,MEASURE_ET_RF_Modeling_K,A_high_x_high,2.2396,2.1387,4.508,0.0126,0.0945,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
TOPSIN_ET_lkg_SY8_80,MEASURE_ET_RF_Modeling_K,A_high_x_high,2.0831,1.9786,5.014,0.128,0.2099,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_DC_RF_Vbgs1,A_high_x_high,2.1387,2.0364,4.786,0.1008,0.1826,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
TOPSIN_ET_DC_SMALL_Vbgd_0p1,MEASURE_ET_RF_Modeling_Vth,A_high_x_high,2.1699,2.0711,4.556,0.0675,0.1494,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_Rcat_cn_3,MEASURE_ET_lkg_CapPARCAP,A_high_x_high,2.0399,1.9388,4.957,0.1686,0.2505,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
MEASURE_ET_USV_Cappf,TOPSIN_ET_C100CapUSV,A_high_x_high,2.2328,2.1338,4.434,0.0205,0.1024,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
TOPSIN_ET_R_f_hr_2,MEASURE_ET_lkg_50,A_high_x_high,2.0541,1.9507,5.036,0.1592,0.241,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
TOPSIN_ET_DC_PIV_Ids1_QP1,MEASURE_ET_lkg_CapFICM1,A_high_x_high,2.0188,1.9174,5.026,0.1772,0.2591,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
THIN_ET_Rc_cat_ct2,OHMIC_ET_R114,A_high_x_high,2.2185,2.1211,4.392,0.0228,0.1047,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
OHMIC_ET_Rc_OG142,THIN_ET_DC_RF_Vg_optt3,A_high_x_high,2.1918,2.0844,4.897,0.0478,0.1297,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
SIN_ET_DC_RF_Vbin_gs,SIN_ET_DC_RF_Vg_max_Vd_0p1,A_high_x_high,2.0443,1.9399,5.104,0.1737,0.2556,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
THIN_ET_Rc_cat_ct2,TOPSIN_ET_lkg_C450pf,A_high_x_high,1.9879,1.8798,5.436,0.2096,0.2915,0.0819,5/5,STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0819."
