parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,shap_interaction_strength,h_statistic_strength,fold_reproducibility,high_yield_region,low_yield_region,conditional_effect_description,evidence_label,reason
TOPSIN_ET_CapPARCAP,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.997,1.9335,3.18,0.2125,0.2613,0.0488,0.0,0.0,4/5,"TOPSIN_ET_CapPARCAP in [0.1838, 0.2066] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","TOPSIN_ET_CapPARCAP in [0.2404, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of TOPSIN_ET_CapPARCAP (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.559 pt, medium = -0.596 pt, high = -1.622 pt. The effect of TOPSIN_ET_CapPARCAP is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 1.622 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.559 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0488."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,FIC_ET_R_f_tn_2,D_tree_path_cooccurrence,2.1274,2.0704,2.68,0.1046,0.1516,0.047,0.00113,0.0999,4/5,"MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2 in [26.8, +inf] AND FIC_ET_R_f_tn_2 in [-inf, 85.22]","MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2 in [-inf, 23.64] AND FIC_ET_R_f_tn_2 in [-inf, 85.22]","Effect of MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2 (low->high) on Yield: when FIC_ET_R_f_tn_2 is low = +2.152 pt, medium = +1.055 pt, high = +0.673 pt. The effect of MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2 is largest when FIC_ET_R_f_tn_2 is low (an increase of 2.152 pt) and smallest when FIC_ET_R_f_tn_2 is high (0.673 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0470."
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,TOPSIN_ET_DC_PIV_Drain_Lag_1,C_existing_h_statistic,1.9897,1.9338,2.808,0.2188,0.2596,0.0407,0.0,0.0,4/5,"MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5 in [37.46, 38.73] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5 in [38.73, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = +0.403 pt, medium = +1.364 pt, high = -0.738 pt. The effect of MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (an increase of 1.364 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.403 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0407."
TOPSIN_ET_lkg_C450pf,MEASURE_ET_DC_RF2_S22dB_26GHz,C_existing_h_statistic,1.9836,1.9305,2.678,0.2198,0.2589,0.0391,0.00034,0.0119,4/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND MEASURE_ET_DC_RF2_S22dB_26GHz in [-inf, -13.82]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND MEASURE_ET_DC_RF2_S22dB_26GHz in [-inf, -13.82]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when MEASURE_ET_DC_RF2_S22dB_26GHz is low = -2.450 pt, medium = -2.830 pt, high = -1.463 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when MEASURE_ET_DC_RF2_S22dB_26GHz is medium (a decrease of 2.830 pt) and smallest when MEASURE_ET_DC_RF2_S22dB_26GHz is high (1.463 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0391."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_Vbkdn_Cap100,D_tree_path_cooccurrence,2.2141,2.1711,1.939,0.0348,0.0688,0.0339,0.00032,0.0034,3/5,"TOPSIN_ET_C100Cap1pf in [0.7786, 0.8364] AND MEASURE_ET_Vbkdn_Cap100 in [0.8856, +inf]","TOPSIN_ET_C100Cap1pf in [0.8364, 0.8836] AND MEASURE_ET_Vbkdn_Cap100 in [0.7768, 0.828]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_Vbkdn_Cap100 is low = -1.448 pt, medium = -0.742 pt, high = -0.842 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_Vbkdn_Cap100 is low (a decrease of 1.448 pt) and smallest when MEASURE_ET_Vbkdn_Cap100 is medium (0.742 pt).",MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0339 -- majority but not unanimous.
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,MEASURE_ET_ABVIETCH,B_existing_shap_interaction+C_existing_h_statistic,2.1506,2.1134,1.727,0.0824,0.1119,0.0295,0.00168,0.0426,4/5,"MEASURE_ET_DC_RF_Min_S21_Freq_L1018 in [15.91, +inf] AND MEASURE_ET_ABVIETCH in [26.26, +inf]","MEASURE_ET_DC_RF_Min_S21_Freq_L1018 in [-inf, 14.07] AND MEASURE_ET_ABVIETCH in [22.84, 24.23]","Effect of MEASURE_ET_DC_RF_Min_S21_Freq_L1018 (low->high) on Yield: when MEASURE_ET_ABVIETCH is low = +0.885 pt, medium = +0.546 pt, high = +0.796 pt. The effect of MEASURE_ET_DC_RF_Min_S21_Freq_L1018 is largest when MEASURE_ET_ABVIETCH is low (an increase of 0.885 pt) and smallest when MEASURE_ET_ABVIETCH is medium (0.546 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0295."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,D_tree_path_cooccurrence,2.1261,2.0913,1.637,0.1145,0.1439,0.0294,0.00157,0.0207,4/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_DC_SEC_X_Vg_at_I3_pos in [41.13, 42.28]","TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND MEASURE_ET_DC_SEC_X_Vg_at_I3_pos in [-inf, 38.86]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_DC_SEC_X_Vg_at_I3_pos is low = -0.094 pt, medium = -1.050 pt, high = -1.840 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_DC_SEC_X_Vg_at_I3_pos is high (a decrease of 1.840 pt) and smallest when MEASURE_ET_DC_SEC_X_Vg_at_I3_pos is low (0.094 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0294."
TOPSIN_ET_C100Cap1pf,FIC_ET_G_per_25,B_existing_shap_interaction+C_existing_h_statistic,2.1044,2.0686,1.697,0.1302,0.1568,0.0266,0.01122,0.2551,4/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND FIC_ET_G_per_25 in [59.18, +inf]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND FIC_ET_G_per_25 in [-inf, 55.09]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when FIC_ET_G_per_25 is low = -0.944 pt, medium = -1.029 pt, high = -0.659 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when FIC_ET_G_per_25 is medium (a decrease of 1.029 pt) and smallest when FIC_ET_G_per_25 is high (0.659 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0266."
MEASURE_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9883,1.9576,1.543,0.2192,0.2454,0.0262,0.0,0.0,4/5,"MEASURE_ET_Rcat_cn_1_OW_ST in [0.2058, 0.2228] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","MEASURE_ET_Rcat_cn_1_OW_ST in [0.2228, 0.2423] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_Rcat_cn_1_OW_ST (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.590 pt, medium = -0.913 pt, high = -1.462 pt. The effect of MEASURE_ET_Rcat_cn_1_OW_ST is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 1.462 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.590 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0262."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_RF_Modeling_Ls,D_tree_path_cooccurrence,2.1293,2.0964,1.543,0.1042,0.1266,0.0223,0.00844,0.0956,4/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_RF_Modeling_Ls in [89.49, 90.65]","TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND MEASURE_ET_RF_Modeling_Ls in [-inf, 88.12]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_RF_Modeling_Ls is low = -0.979 pt, medium = -1.102 pt, high = -0.628 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_RF_Modeling_Ls is medium (a decrease of 1.102 pt) and smallest when MEASURE_ET_RF_Modeling_Ls is high (0.628 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0223."
MEASURE_ET_lkg_50_at20V,MEASURE_ET_R_f_hr_3,B_existing_shap_interaction,2.0931,2.0624,1.466,0.132,0.1535,0.0214,0.00176,0.0126,4/5,"MEASURE_ET_lkg_50_at20V in [-inf, 0.04449] AND MEASURE_ET_R_f_hr_3 in [49.49, 50.67]","MEASURE_ET_lkg_50_at20V in [0.1274, +inf] AND MEASURE_ET_R_f_hr_3 in [53.25, +inf]","Effect of MEASURE_ET_lkg_50_at20V (low->high) on Yield: when MEASURE_ET_R_f_hr_3 is low = -1.551 pt, medium = -1.883 pt, high = -2.129 pt. The effect of MEASURE_ET_lkg_50_at20V is largest when MEASURE_ET_R_f_hr_3 is high (a decrease of 2.129 pt) and smallest when MEASURE_ET_R_f_hr_3 is low (1.551 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0214."
TOPSIN_ET_DC_PIV_Drain_Lag_0,FIC_ET_Probe_Number,D_tree_path_cooccurrence,2.0359,2.0046,1.539,0.1876,0.2075,0.0199,0.00225,0.0292,3/5,"TOPSIN_ET_DC_PIV_Drain_Lag_0 in [-inf, 5.052] AND FIC_ET_Probe_Number in [3.947, 4.905]","TOPSIN_ET_DC_PIV_Drain_Lag_0 in [8.204, +inf] AND FIC_ET_Probe_Number in [4.905, +inf]","Effect of TOPSIN_ET_DC_PIV_Drain_Lag_0 (low->high) on Yield: when FIC_ET_Probe_Number is low = -1.182 pt, medium = -2.082 pt, high = -2.507 pt. The effect of TOPSIN_ET_DC_PIV_Drain_Lag_0 is largest when FIC_ET_Probe_Number is high (a decrease of 2.507 pt) and smallest when FIC_ET_Probe_Number is low (1.182 pt).",MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0199 -- majority but not unanimous.
MEASURE_ET_CapPARCAP,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9803,1.9573,1.164,0.2273,0.2457,0.0184,0.0,0.0,4/5,"MEASURE_ET_CapPARCAP in [-inf, 0.1773] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","MEASURE_ET_CapPARCAP in [0.2426, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of MEASURE_ET_CapPARCAP (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.343 pt, medium = -1.313 pt, high = -0.914 pt. The effect of MEASURE_ET_CapPARCAP is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (a decrease of 1.313 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.343 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0184."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,D_tree_path_cooccurrence,2.1046,2.0786,1.232,0.1308,0.1475,0.0167,0.00028,0.0046,3/5,"TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786] AND MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg in [52.28, +inf]","TOPSIN_ET_C100Cap1pf in [0.8364, 0.8836] AND MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg in [-inf, 48.67]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg is low = -1.244 pt, medium = -0.759 pt, high = -1.319 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg is high (a decrease of 1.319 pt) and smallest when MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg is medium (0.759 pt).",MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0167 -- majority but not unanimous.
GATE2_CD_358nm_Gate_Leg_Length,TOPSIN_ET_DC_PIV_Drain_Lag_1,F_score_disagreement,2.0337,2.0127,1.029,0.1838,0.2001,0.0163,0.0,0.006,4/5,"GATE2_CD_358nm_Gate_Leg_Length in [0.3609, 0.3655] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","GATE2_CD_358nm_Gate_Leg_Length in [0.3609, 0.3655] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of GATE2_CD_358nm_Gate_Leg_Length (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = +0.432 pt, medium = +0.310 pt, high = -0.224 pt. The effect of GATE2_CD_358nm_Gate_Leg_Length is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (an increase of 0.432 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (0.224 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0163."
SIN_GATE_ET_OHMC,THIN_ET_lkg_100_at20V,F_score_disagreement,1.965,1.9397,1.285,0.2265,0.2426,0.0161,1e-05,0.0022,3/5,"SIN_GATE_ET_OHMC in [67.38, +inf] AND THIN_ET_lkg_100_at20V in [0.06038, 0.08743]","SIN_GATE_ET_OHMC in [64.63, 66.03] AND THIN_ET_lkg_100_at20V in [0.1194, +inf]","Effect of SIN_GATE_ET_OHMC (low->high) on Yield: when THIN_ET_lkg_100_at20V is low = +0.969 pt, medium = +1.081 pt, high = +0.793 pt. The effect of SIN_GATE_ET_OHMC is largest when THIN_ET_lkg_100_at20V is medium (an increase of 1.081 pt) and smallest when THIN_ET_lkg_100_at20V is high (0.793 pt).",MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0161 -- majority but not unanimous.
SIN_GATE_ET_RGAN2,MEASURE_ET_DC_RF2_MAG_26GHz,D_tree_path_cooccurrence,2.108,2.0916,0.776,0.1246,0.1382,0.0136,0.00557,0.1643,3/5,"SIN_GATE_ET_RGAN2 in [100.3, +inf] AND MEASURE_ET_DC_RF2_MAG_26GHz in [15.07, 15.66]","SIN_GATE_ET_RGAN2 in [-inf, 96.02] AND MEASURE_ET_DC_RF2_MAG_26GHz in [14.06, 14.62]","Effect of SIN_GATE_ET_RGAN2 (low->high) on Yield: when MEASURE_ET_DC_RF2_MAG_26GHz is low = +0.106 pt, medium = +1.947 pt, high = +1.905 pt. The effect of SIN_GATE_ET_RGAN2 is largest when MEASURE_ET_DC_RF2_MAG_26GHz is medium (an increase of 1.947 pt) and smallest when MEASURE_ET_DC_RF2_MAG_26GHz is low (0.106 pt).",MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0136 -- majority but not unanimous.
MEASURE_ET_DC_RF_K_W,MEASURE_ET_DC_RF2_MAG_26GHz,B_existing_shap_interaction+C_existing_h_statistic,2.1471,2.132,0.705,0.091,0.1037,0.0127,0.00729,0.1558,4/5,"MEASURE_ET_DC_RF_K_W in [10.99, 12.13] AND MEASURE_ET_DC_RF2_MAG_26GHz in [15.66, +inf]","MEASURE_ET_DC_RF_K_W in [-inf, 8.783] AND MEASURE_ET_DC_RF2_MAG_26GHz in [14.62, 15.07]","Effect of MEASURE_ET_DC_RF_K_W (low->high) on Yield: when MEASURE_ET_DC_RF2_MAG_26GHz is low = +1.280 pt, medium = +0.523 pt, high = +0.620 pt. The effect of MEASURE_ET_DC_RF_K_W is largest when MEASURE_ET_DC_RF2_MAG_26GHz is low (an increase of 1.280 pt) and smallest when MEASURE_ET_DC_RF2_MAG_26GHz is medium (0.523 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0127."
TOPSIN_ET_C100Cap1pf,OHMIC_ET_Rsh_an_ct2,B_existing_shap_interaction,2.09,2.0732,0.802,0.1435,0.156,0.0125,0.00789,0.0995,4/5,"TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND OHMIC_ET_Rsh_an_ct2 in [118.3, 122.4]","TOPSIN_ET_C100Cap1pf in [0.8364, 0.8836] AND OHMIC_ET_Rsh_an_ct2 in [127.7, +inf]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when OHMIC_ET_Rsh_an_ct2 is low = -1.309 pt, medium = -1.657 pt, high = -1.027 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when OHMIC_ET_Rsh_an_ct2 is medium (a decrease of 1.657 pt) and smallest when OHMIC_ET_Rsh_an_ct2 is high (1.027 pt).",MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0125."
MEASURE_ET_Rc_an_ct2_OW_CR,SIN_ET_DC_RF_Vbin_gs,B_existing_shap_interaction+C_existing_h_statistic,1.9986,1.9831,0.777,0.2062,0.2172,0.011,0.00398,0.1222,3/5,"MEASURE_ET_Rc_an_ct2_OW_CR in [0.1984, 0.2197] AND SIN_ET_DC_RF_Vbin_gs in [27.95, 30.63]","MEASURE_ET_Rc_an_ct2_OW_CR in [0.24, +inf] AND SIN_ET_DC_RF_Vbin_gs in [-inf, 24.13]","Effect of MEASURE_ET_Rc_an_ct2_OW_CR (low->high) on Yield: when SIN_ET_DC_RF_Vbin_gs is low = -1.501 pt, medium = -1.491 pt, high = -0.631 pt. The effect of MEASURE_ET_Rc_an_ct2_OW_CR is largest when SIN_ET_DC_RF_Vbin_gs is low (a decrease of 1.501 pt) and smallest when SIN_ET_DC_RF_Vbin_gs is high (0.631 pt).",MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0110 -- majority but not unanimous.
TOPSIN_ET_C100Cap1pf,MEASURE_ET_RF_Modeling_S21_25G_Before,D_tree_path_cooccurrence,2.1703,2.1468,1.085,0.0762,0.0933,0.0171,0.01821,0.3402,2/5,"TOPSIN_ET_C100Cap1pf in [0.7786, 0.8364] AND MEASURE_ET_RF_Modeling_S21_25G_Before in [15.64, +inf]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND MEASURE_ET_RF_Modeling_S21_25G_Before in [-inf, 13.99]",,WEAK,"Joint model beat additive in only 2/5 folds, incremental R^2=0.0171 -- inconsistent."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,TOPSIN_ET_C100Cap2pf,D_tree_path_cooccurrence,2.1955,2.1767,0.857,0.0489,0.0584,0.0095,0.0,0.0,3/5,"MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos in [12.24, +inf] AND TOPSIN_ET_C100Cap2pf in [-inf, 0.7117]","MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos in [-inf, 9.146] AND TOPSIN_ET_C100Cap2pf in [0.8934, +inf]",,WEAK,"Joint model beat additive in only 3/5 folds, incremental R^2=0.0095 -- inconsistent."
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_RF_CF_S12_Mag_L1002,B_existing_shap_interaction+C_existing_h_statistic+D_tree_path_cooccurrence,2.1484,2.1348,0.631,0.0919,0.101,0.0091,0.00494,0.0674,3/5,"TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND MEASURE_ET_DC_RF_CF_S12_Mag_L1002 in [15.89, +inf]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND MEASURE_ET_DC_RF_CF_S12_Mag_L1002 in [-inf, 14.09]",,WEAK,"Joint model beat additive in only 3/5 folds, incremental R^2=0.0091 -- inconsistent."
THIN_ET_lkg_100_at20V,BRIDGE_METAL_CD_BRGM_Final_metal_CD,F_score_disagreement,1.9859,1.9747,0.565,0.2131,0.2205,0.0074,2e-05,0.0022,3/5,"THIN_ET_lkg_100_at20V in [0.06038, 0.08743] AND BRIDGE_METAL_CD_BRGM_Final_metal_CD in [0.8739, +inf]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND BRIDGE_METAL_CD_BRGM_Final_metal_CD in [0.8528, 0.8627]",,WEAK,"Joint model beat additive in only 3/5 folds, incremental R^2=0.0074 -- inconsistent."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MEASURE_ET_DC_SEC_Vgs_0p5V,D_tree_path_cooccurrence,2.2127,2.2065,0.279,0.034,0.04,0.006,1e-05,0.0007,4/5,"MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos in [10.16, 11.19] AND MEASURE_ET_DC_SEC_Vgs_0p5V in [91.17, +inf]","MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos in [9.146, 10.16] AND MEASURE_ET_DC_SEC_Vgs_0p5V in [-inf, 87.27]",,WEAK,"Joint model beat additive in only 4/5 folds, incremental R^2=0.0060 -- inconsistent."
MEASURE_ET_DC_SEC_X_Vboff_Id,MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,D_tree_path_cooccurrence,2.1652,2.1578,0.343,0.0803,0.0853,0.005,0.0,0.0,3/5,"MEASURE_ET_DC_SEC_X_Vboff_Id in [95.47, 96.75] AND MEASURE_ET_DC_SEC_X_Vg_at_I3_pos in [41.13, 42.28]","MEASURE_ET_DC_SEC_X_Vboff_Id in [-inf, 93.96] AND MEASURE_ET_DC_SEC_X_Vg_at_I3_pos in [42.28, +inf]",,WEAK,"Joint model beat additive in only 3/5 folds, incremental R^2=0.0050 -- inconsistent."
SIN_GATE_ET_RGAN2,ANODE_ET_Probe_Number,D_tree_path_cooccurrence,2.1515,2.1455,0.28,0.0845,0.0865,0.002,7e-05,0.006,3/5,"SIN_GATE_ET_RGAN2 in [100.3, +inf] AND ANODE_ET_Probe_Number in [1.953, 2.033]","SIN_GATE_ET_RGAN2 in [-inf, 96.02] AND ANODE_ET_Probe_Number in [-inf, 1.953]",,WEAK,"Joint model beat additive in only 3/5 folds, incremental R^2=0.0020 -- inconsistent."
TOPSIN_ET_C100Cap1pf,TOPSIN_ET_Load_Pull_P.A.E_Last,D_tree_path_cooccurrence,2.1225,2.1205,0.097,0.1101,0.1096,-0.0005,0.00011,0.0012,2/5,"TOPSIN_ET_C100Cap1pf in [0.7786, 0.8364] AND TOPSIN_ET_Load_Pull_P.A.E_Last in [58.19, +inf]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND TOPSIN_ET_Load_Pull_P.A.E_Last in [-inf, 54.51]",,WEAK,"Joint model beat additive in only 2/5 folds, incremental R^2=-0.0005 -- inconsistent."
GATE2_CD_358nm_Gate_Win_Length,TOPSIN_ET_DC_PIV_Drain_Lag_1,F_score_disagreement,2.0315,2.0322,-0.036,0.1851,0.1846,-0.0005,1e-05,0.0152,2/5,"GATE2_CD_358nm_Gate_Win_Length in [0.5482, 0.5559] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","GATE2_CD_358nm_Gate_Win_Length in [-inf, 0.5397] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]",,WEAK,"Joint model beat additive in only 2/5 folds, incremental R^2=-0.0005 -- inconsistent."
TOPSIN_ET_lkg_C450pf,SIN_Thickness2_RefractiveIndex,F_score_disagreement,2.0425,2.0513,-0.433,0.1676,0.1581,-0.0095,1e-05,0.0007,2/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND SIN_Thickness2_RefractiveIndex in [1.942, 1.956]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND SIN_Thickness2_RefractiveIndex in [1.942, 1.956]",,WEAK,"Joint model beat additive in only 2/5 folds, incremental R^2=-0.0095 -- inconsistent."
TOPSIN_ET_DC_RF_Vt_gd,SIN_GATE_ET_Ran_con_2,D_tree_path_cooccurrence,2.2213,2.2322,-0.489,0.0287,0.0185,-0.0102,2e-05,0.0045,1/5,"TOPSIN_ET_DC_RF_Vt_gd in [60.13, +inf] AND SIN_GATE_ET_Ran_con_2 in [96.17, 97.57]","TOPSIN_ET_DC_RF_Vt_gd in [-inf, 56.6] AND SIN_GATE_ET_Ran_con_2 in [96.17, 97.57]",,INCONCLUSIVE,"Joint model did not reproducibly beat additive (1/5 folds, incremental R^2=-0.0102)."
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos,TOPSIN_ET_DC_PIV_Drain_Lag_1,F_score_disagreement,2.0337,2.0469,-0.652,0.184,0.1729,-0.0111,0.0,0.0,1/5,"MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos in [-inf, 70.19] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos in [74.06, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]",,INCONCLUSIVE,"Joint model did not reproducibly beat additive (1/5 folds, incremental R^2=-0.0111)."
THIN_ET_lkg_100_at20V,MEASURE_ET_Load_Pull_Id_ord,F_score_disagreement,1.9936,2.0083,-0.738,0.207,0.1956,-0.0115,4e-05,0.0024,0/5,"THIN_ET_lkg_100_at20V in [0.06038, 0.08743] AND MEASURE_ET_Load_Pull_Id_ord in [101.2, +inf]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND MEASURE_ET_Load_Pull_Id_ord in [101.2, +inf]",,INCONCLUSIVE,"Joint model did not reproducibly beat additive (0/5 folds, incremental R^2=-0.0115)."
